cve,publicada,cvss,cvss_severidad,cvss_version,epss,epss_percentil,kev_fabricante,kev_producto,kev_fecha_agregada,kev_ransomware,explotada,cvss_banda,epss_alto,prioridad,riesgo_base,riesgo
CVE-2024-27422,2024-05-17,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2024-35789,2024-05-17,7.8,HIGH,3.1,0.00259,0.17491,,,,,False,Alta,False,4 - Seguimiento normal,0.0202,0.0202
CVE-2024-35806,2024-05-17,5.5,MEDIUM,3.1,0.0018,0.078,,,,,False,Media,False,4 - Seguimiento normal,0.0099,0.0099
CVE-2024-35810,2024-05-17,5.5,MEDIUM,3.1,0.00225,0.13322,,,,,False,Media,False,4 - Seguimiento normal,0.0124,0.0124
CVE-2024-35822,2024-05-17,5.5,MEDIUM,3.1,0.0023,0.13959,,,,,False,Media,False,4 - Seguimiento normal,0.0126,0.0126
CVE-2024-35827,2024-05-17,5.5,MEDIUM,3.1,0.00209,0.11187,,,,,False,Media,False,4 - Seguimiento normal,0.0115,0.0115
CVE-2023-52679,2024-05-17,7.8,HIGH,3.1,0.00246,0.15918,,,,,False,Alta,False,4 - Seguimiento normal,0.0192,0.0192
CVE-2024-35858,2024-05-17,5.5,MEDIUM,3.1,0.00232,0.14198,,,,,False,Media,False,4 - Seguimiento normal,0.0128,0.0128
CVE-2024-3810,2024-05-18,8.8,HIGH,3.1,0.00619,0.4602,,,,,False,Alta,False,4 - Seguimiento normal,0.0545,0.0545
CVE-2024-3811,2024-05-18,6.4,MEDIUM,3.1,0.00267,0.18665,,,,,False,Media,False,4 - Seguimiento normal,0.0171,0.0171
CVE-2024-35868,2024-05-19,7.8,HIGH,3.1,0.00236,0.14753,,,,,False,Alta,False,4 - Seguimiento normal,0.0184,0.0184
CVE-2024-35882,2024-05-19,5.5,MEDIUM,3.1,0.00225,0.13342,,,,,False,Media,False,4 - Seguimiento normal,0.0124,0.0124
CVE-2024-35891,2024-05-19,5.5,MEDIUM,3.1,0.00225,0.13342,,,,,False,Media,False,4 - Seguimiento normal,0.0124,0.0124
CVE-2024-35942,2024-05-19,5.5,MEDIUM,3.1,0.0021,0.11319,,,,,False,Media,False,4 - Seguimiento normal,0.0115,0.0115
CVE-2024-35959,2024-05-20,5.5,MEDIUM,3.1,0.00253,0.16806,,,,,False,Media,False,4 - Seguimiento normal,0.0139,0.0139
CVE-2024-4988,2024-05-21,7.5,HIGH,3.1,0.00418,0.34314,,,,,False,Alta,False,4 - Seguimiento normal,0.0313,0.0313
CVE-2024-35385,2024-05-21,4.3,MEDIUM,3.1,0.00531,0.41733,,,,,False,Media,False,4 - Seguimiento normal,0.0228,0.0228
CVE-2021-47226,2024-05-21,7.1,HIGH,3.1,0.00222,0.12963,,,,,False,Alta,False,4 - Seguimiento normal,0.0158,0.0158
CVE-2021-47250,2024-05-21,5.5,MEDIUM,3.1,0.00236,0.14768,,,,,False,Media,False,4 - Seguimiento normal,0.013,0.013
CVE-2021-47301,2024-05-21,7.8,HIGH,3.1,0.00239,0.15099,,,,,False,Alta,False,4 - Seguimiento normal,0.0186,0.0186
CVE-2021-47347,2024-05-21,8.8,HIGH,3.1,0.01269,0.66781,,,,,False,Alta,False,4 - Seguimiento normal,0.1117,0.1117
CVE-2021-47349,2024-05-21,5.5,MEDIUM,3.1,0.00178,0.07631,,,,,False,Media,False,4 - Seguimiento normal,0.0098,0.0098
CVE-2021-47364,2024-05-21,5.5,MEDIUM,3.1,0.00239,0.15076,,,,,False,Media,False,4 - Seguimiento normal,0.0131,0.0131
CVE-2021-47416,2024-05-21,5.5,MEDIUM,3.1,0.00234,0.14384,,,,,False,Media,False,4 - Seguimiento normal,0.0129,0.0129
CVE-2023-52863,2024-05-21,5.5,MEDIUM,3.1,0.0024,0.1523,,,,,False,Media,False,4 - Seguimiento normal,0.0132,0.0132
CVE-2024-35220,2024-05-21,7.4,HIGH,3.1,0.00445,0.36421,,,,,False,Alta,False,4 - Seguimiento normal,0.0329,0.0329
CVE-2021-47463,2024-05-22,5.5,MEDIUM,3.1,0.0018,0.07874,,,,,False,Media,False,4 - Seguimiento normal,0.0099,0.0099
CVE-2024-3663,2024-05-22,4.3,MEDIUM,3.1,0.00343,0.26802,,,,,False,Media,False,4 - Seguimiento normal,0.0147,0.0147
CVE-2021-47488,2024-05-22,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2024-4261,2024-05-22,5.4,MEDIUM,3.1,0.00326,0.24986,,,,,False,Media,False,4 - Seguimiento normal,0.0176,0.0176
CVE-2024-35409,2024-05-22,9.8,CRITICAL,3.1,0.0051,0.40487,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.05,0.05
CVE-2024-35551,2024-05-22,4.3,MEDIUM,3.1,0.00211,0.11513,,,,,False,Media,False,4 - Seguimiento normal,0.0091,0.0091
CVE-2024-35561,2024-05-22,5.4,MEDIUM,3.1,0.00185,0.08325,,,,,False,Media,False,4 - Seguimiento normal,0.01,0.01
CVE-2024-33227,2024-05-22,8.8,HIGH,3.1,0.0047,0.38078,,,,,False,Alta,False,4 - Seguimiento normal,0.0414,0.0414
CVE-2023-51636,2024-05-22,7.8,HIGH,3.0,0.00956,0.57786,,,,,False,Alta,False,4 - Seguimiento normal,0.0746,0.0746
CVE-2024-27264,2024-05-22,7.4,HIGH,3.1,0.00137,0.03516,,,,,False,Alta,False,4 - Seguimiento normal,0.0101,0.0101
CVE-2024-3708,2024-05-23,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2024-36011,2024-05-23,5.5,MEDIUM,3.1,0.0021,0.11311,,,,,False,Media,False,4 - Seguimiento normal,0.0115,0.0115
CVE-2023-4859,2024-05-23,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2024-5245,2024-05-23,7.8,HIGH,3.1,0.00568,0.43666,,,,,False,Alta,False,4 - Seguimiento normal,0.0443,0.0443
CVE-2024-5142,2024-05-24,7.0,HIGH,4.0,0.00306,0.22832,,,,,False,Alta,False,4 - Seguimiento normal,0.0214,0.0214
CVE-2023-49573,2024-05-24,7.1,HIGH,3.1,0.00254,0.16883,,,,,False,Alta,False,4 - Seguimiento normal,0.018,0.018
CVE-2021-47509,2024-05-24,5.5,MEDIUM,3.1,0.0024,0.15228,,,,,False,Media,False,4 - Seguimiento normal,0.0132,0.0132
CVE-2021-47513,2024-05-24,5.5,MEDIUM,3.1,0.00205,0.10758,,,,,False,Media,False,4 - Seguimiento normal,0.0113,0.0113
CVE-2021-47572,2024-05-24,5.5,MEDIUM,3.1,0.00207,0.11038,,,,,False,Media,False,4 - Seguimiento normal,0.0114,0.0114
CVE-2024-5229,2024-05-25,6.4,MEDIUM,3.1,0.00342,0.26765,,,,,False,Media,False,4 - Seguimiento normal,0.0219,0.0219
CVE-2024-5367,2024-05-26,5.3,MEDIUM,4.0,0.00409,0.33512,,,,,False,Media,False,4 - Seguimiento normal,0.0217,0.0217
CVE-2024-5379,2024-05-26,5.3,MEDIUM,4.0,0.00368,0.294,,,,,False,Media,False,4 - Seguimiento normal,0.0195,0.0195
CVE-2024-4286,2024-05-26,4.9,MEDIUM,3.0,0.00356,0.28189,,,,,False,Media,False,4 - Seguimiento normal,0.0174,0.0174
CVE-2024-5400,2024-05-27,8.8,HIGH,3.1,0.00578,0.44139,,,,,False,Alta,False,4 - Seguimiento normal,0.0509,0.0509
CVE-2023-50977,2024-05-27,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2024-36105,2024-05-27,5.3,MEDIUM,3.1,0.0071,0.49757,,,,,False,Media,False,4 - Seguimiento normal,0.0376,0.0376
CVE-2024-35181,2024-05-27,5.9,MEDIUM,3.1,0.01596,0.73196,,,,,False,Media,False,4 - Seguimiento normal,0.0942,0.0942
CVE-2023-52710,2024-05-28,7.8,HIGH,3.1,0.00129,0.02919,,,,,False,Alta,False,4 - Seguimiento normal,0.0101,0.0101
CVE-2024-34852,2024-05-28,6.3,MEDIUM,3.1,0.01623,0.73627,,,,,False,Media,False,4 - Seguimiento normal,0.1022,0.1022
CVE-2024-35511,2024-05-28,4.7,MEDIUM,3.1,0.00389,0.31507,,,,,False,Media,False,4 - Seguimiento normal,0.0183,0.0183
CVE-2024-36903,2024-05-30,5.5,MEDIUM,3.1,0.0023,0.13956,,,,,False,Media,False,4 - Seguimiento normal,0.0126,0.0126
CVE-2024-36928,2024-05-30,4.4,MEDIUM,3.1,0.0022,0.12601,,,,,False,Media,False,4 - Seguimiento normal,0.0097,0.0097
CVE-2024-36948,2024-05-30,5.5,MEDIUM,3.1,0.0018,0.07873,,,,,False,Media,False,4 - Seguimiento normal,0.0099,0.0099
CVE-2024-36954,2024-05-30,5.5,MEDIUM,3.1,0.00249,0.164,,,,,False,Media,False,4 - Seguimiento normal,0.0137,0.0137
CVE-2024-4469,2024-05-31,7.5,HIGH,3.1,0.00591,0.44727,,,,,False,Alta,False,4 - Seguimiento normal,0.0443,0.0443
CVE-2022-25037,2024-05-31,5.4,MEDIUM,3.1,0.00268,0.18739,,,,,False,Media,False,4 - Seguimiento normal,0.0145,0.0145
CVE-2024-29827,2024-05-31,8.8,HIGH,3.1,0.71685,0.99357,,,,,False,Alta,True,2 - Explotación probable,6.3083,6.3083
CVE-2024-36844,2024-05-31,7.5,HIGH,3.1,0.00606,0.45401,,,,,False,Alta,False,4 - Seguimiento normal,0.0455,0.0455
CVE-2024-5588,2024-06-02,5.3,MEDIUM,4.0,0.00614,0.45794,,,,,False,Media,False,4 - Seguimiento normal,0.0325,0.0325
CVE-2024-35635,2024-06-03,4.4,MEDIUM,3.1,0.00243,0.15607,,,,,False,Media,False,4 - Seguimiento normal,0.0107,0.0107
CVE-2024-4273,2024-06-04,6.4,MEDIUM,3.1,0.00324,0.24839,,,,,False,Media,False,4 - Seguimiento normal,0.0207,0.0207
CVE-2024-20878,2024-06-04,7.3,HIGH,3.1,0.00208,0.11072,,,,,False,Alta,False,4 - Seguimiento normal,0.0152,0.0152
CVE-2024-36104,2024-06-04,9.1,CRITICAL,3.1,0.87415,0.99738,,,,,False,Crítica,True,2 - Explotación probable,7.9548,7.9548
CVE-2022-28654,2024-06-04,5.5,MEDIUM,3.1,0.00252,0.16655,,,,,False,Media,False,4 - Seguimiento normal,0.0139,0.0139
CVE-2022-28657,2024-06-04,7.8,HIGH,3.1,0.00228,0.13734,,,,,False,Alta,False,4 - Seguimiento normal,0.0178,0.0178
CVE-2020-35154,2024-06-05,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2024-31625,2024-06-05,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2024-31628,2024-06-05,,,,0.0,0.0,,,,,False,Sin puntaje,False,4 - Seguimiento normal,0.0,0.0
CVE-2024-36667,2024-06-05,8.8,HIGH,3.1,0.00241,0.1532,,,,,False,Alta,False,4 - Seguimiento normal,0.0212,0.0212
CVE-2024-5179,2024-06-06,8.8,HIGH,3.1,0.00932,0.57014,,,,,False,Alta,False,4 - Seguimiento normal,0.082,0.082
CVE-2024-5161,2024-06-06,6.4,MEDIUM,3.1,0.00314,0.23741,,,,,False,Media,False,4 - Seguimiento normal,0.0201,0.0201
CVE-2024-5268,2024-06-06,6.5,MEDIUM,3.1,0.00458,0.37285,,,,,False,Media,False,4 - Seguimiento normal,0.0298,0.0298
CVE-2024-1881,2024-06-06,9.8,CRITICAL,3.1,0.01427,0.70187,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.1398,0.1398
CVE-2024-3095,2024-06-06,7.7,HIGH,3.1,0.00691,0.49048,,,,,False,Alta,False,4 - Seguimiento normal,0.0532,0.0532
CVE-2024-3149,2024-06-06,8.8,HIGH,3.1,0.00519,0.4107,,,,,False,Alta,False,4 - Seguimiento normal,0.0457,0.0457
CVE-2023-37539,2024-06-06,8.4,HIGH,3.1,0.00306,0.2283,,,,,False,Alta,False,4 - Seguimiento normal,0.0257,0.0257
CVE-2023-52230,2024-06-09,6.5,MEDIUM,3.1,0.00353,0.27881,,,,,False,Media,False,4 - Seguimiento normal,0.0229,0.0229
CVE-2024-25929,2024-06-09,6.5,MEDIUM,3.1,0.00319,0.2422,,,,,False,Media,False,4 - Seguimiento normal,0.0207,0.0207
CVE-2024-31243,2024-06-09,7.5,HIGH,3.1,0.0039,0.31602,,,,,False,Alta,False,4 - Seguimiento normal,0.0292,0.0292
CVE-2024-31423,2024-06-09,4.3,MEDIUM,3.1,0.00323,0.24686,,,,,False,Media,False,4 - Seguimiento normal,0.0139,0.0139
CVE-2024-32703,2024-06-09,7.7,HIGH,3.1,0.00577,0.44071,,,,,False,Alta,False,4 - Seguimiento normal,0.0444,0.0444
CVE-2024-31276,2024-06-09,5.3,MEDIUM,3.1,0.00402,0.32905,,,,,False,Media,False,4 - Seguimiento normal,0.0213,0.0213
CVE-2024-35662,2024-06-09,5.4,MEDIUM,3.1,0.00351,0.27686,,,,,False,Media,False,4 - Seguimiento normal,0.019,0.019
CVE-2022-45168,2024-06-10,6.5,MEDIUM,3.1,0.00496,0.39694,,,,,False,Media,False,4 - Seguimiento normal,0.0322,0.0322
CVE-2024-34800,2024-06-10,7.6,HIGH,3.1,0.00333,0.25764,,,,,False,Alta,False,4 - Seguimiento normal,0.0253,0.0253
CVE-2024-5102,2024-06-10,7.3,HIGH,4.0,0.00225,0.1336,,,,,False,Alta,False,4 - Seguimiento normal,0.0164,0.0164
CVE-2024-35210,2024-06-11,5.1,MEDIUM,4.0,0.00149,0.0458,,,,,False,Media,False,4 - Seguimiento normal,0.0076,0.0076
CVE-2024-30063,2024-06-11,6.7,MEDIUM,3.1,0.01021,0.59843,,,,,False,Media,False,4 - Seguimiento normal,0.0684,0.0684
CVE-2024-30076,2024-06-11,6.8,MEDIUM,3.1,0.01711,0.74974,,,,,False,Media,False,4 - Seguimiento normal,0.1163,0.1163
CVE-2024-4315,2024-06-12,9.1,CRITICAL,3.0,0.01024,0.59998,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0932,0.0932
CVE-2023-52177,2024-06-12,5.4,MEDIUM,3.1,0.00298,0.22081,,,,,False,Media,False,4 - Seguimiento normal,0.0161,0.0161
CVE-2024-1766,2024-06-12,4.4,MEDIUM,3.1,0.00334,0.25858,,,,,False,Media,False,4 - Seguimiento normal,0.0147,0.0147
CVE-2024-29181,2024-06-12,2.3,LOW,3.1,0.00385,0.3109,,,,,False,Baja,False,4 - Seguimiento normal,0.0089,0.0089
CVE-2024-28762,2024-06-12,5.3,MEDIUM,3.1,0.00572,0.4389,,,,,False,Media,False,4 - Seguimiento normal,0.0303,0.0303
CVE-2023-49559,2024-06-12,3.7,LOW,3.1,0.0051,0.40542,,,,,False,Baja,False,4 - Seguimiento normal,0.0189,0.0189
CVE-2024-36157,2024-06-13,5.4,MEDIUM,3.1,0.00717,0.50023,,,,,False,Media,False,4 - Seguimiento normal,0.0387,0.0387
CVE-2024-36206,2024-06-13,5.4,MEDIUM,3.1,0.00385,0.31186,,,,,False,Media,False,4 - Seguimiento normal,0.0208,0.0208
CVE-2024-36234,2024-06-13,5.4,MEDIUM,3.1,0.00313,0.23638,,,,,False,Media,False,4 - Seguimiento normal,0.0169,0.0169
CVE-2024-37308,2024-06-13,5.4,MEDIUM,3.1,0.00426,0.34897,,,,,False,Media,False,4 - Seguimiento normal,0.023,0.023
CVE-2024-32892,2024-06-13,7.8,HIGH,3.1,0.00105,0.01265,,,,,False,Alta,False,4 - Seguimiento normal,0.0082,0.0082
CVE-2024-32894,2024-06-13,7.5,HIGH,3.1,0.00348,0.27421,,,,,False,Alta,False,4 - Seguimiento normal,0.0261,0.0261
CVE-2023-36694,2024-06-14,6.3,MEDIUM,3.1,0.00321,0.24512,,,,,False,Media,False,4 - Seguimiento normal,0.0202,0.0202
CVE-2023-51523,2024-06-14,4.3,MEDIUM,3.1,0.00277,0.19898,,,,,False,Media,False,4 - Seguimiento normal,0.0119,0.0119
CVE-2024-27178,2024-06-14,7.2,HIGH,3.1,0.01504,0.71669,,,,,False,Alta,False,4 - Seguimiento normal,0.1083,0.1083
CVE-2024-5961,2024-06-14,5.3,MEDIUM,4.0,0.01281,0.67047,,,,,False,Media,False,4 - Seguimiento normal,0.0679,0.0679
CVE-2024-25142,2024-06-14,5.5,MEDIUM,3.1,0.00318,0.24154,,,,,False,Media,False,4 - Seguimiento normal,0.0175,0.0175
CVE-2024-36656,2024-06-14,6.1,MEDIUM,3.1,0.00301,0.22391,,,,,False,Media,False,4 - Seguimiento normal,0.0184,0.0184
CVE-2024-6013,2024-06-15,5.3,MEDIUM,4.0,0.00504,0.40139,,,,,False,Media,False,4 - Seguimiento normal,0.0267,0.0267
CVE-2024-6016,2024-06-15,5.3,MEDIUM,4.0,0.0052,0.41112,,,,,False,Media,False,4 - Seguimiento normal,0.0276,0.0276
CVE-2024-37619,2024-06-17,6.1,MEDIUM,3.1,0.00352,0.27781,,,,,False,Media,False,4 - Seguimiento normal,0.0215,0.0215
CVE-2024-4094,2024-06-18,5.4,MEDIUM,3.1,0.00399,0.32559,,,,,False,Media,False,4 - Seguimiento normal,0.0215,0.0215
CVE-2024-6111,2024-06-18,6.9,MEDIUM,4.0,0.00682,0.48741,,,,,False,Media,False,4 - Seguimiento normal,0.0471,0.0471
CVE-2024-5970,2024-06-18,6.4,MEDIUM,3.1,0.00274,0.19512,,,,,False,Media,False,4 - Seguimiento normal,0.0175,0.0175
CVE-2024-4873,2024-06-19,4.3,MEDIUM,3.1,0.00346,0.27138,,,,,False,Media,False,4 - Seguimiento normal,0.0149,0.0149
CVE-2024-4632,2024-06-19,6.4,MEDIUM,3.1,0.00391,0.31765,,,,,False,Media,False,4 - Seguimiento normal,0.025,0.025
CVE-2024-38544,2024-06-19,6.3,MEDIUM,3.1,0.00248,0.16251,,,,,False,Media,False,4 - Seguimiento normal,0.0156,0.0156
CVE-2024-38554,2024-06-19,5.5,MEDIUM,3.1,0.00236,0.14681,,,,,False,Media,False,4 - Seguimiento normal,0.013,0.013
CVE-2024-38587,2024-06-19,5.3,MEDIUM,3.1,0.01136,0.63211,,,,,False,Media,False,4 - Seguimiento normal,0.0602,0.0602
CVE-2021-47579,2024-06-19,5.5,MEDIUM,3.1,0.00235,0.14645,,,,,False,Media,False,4 - Seguimiento normal,0.0129,0.0129
CVE-2021-47598,2024-06-19,7.8,HIGH,3.1,0.00255,0.17085,,,,,False,Alta,False,4 - Seguimiento normal,0.0199,0.0199
CVE-2023-36515,2024-06-19,7.3,HIGH,3.1,0.00441,0.36077,,,,,False,Alta,False,4 - Seguimiento normal,0.0322,0.0322
CVE-2024-4626,2024-06-20,6.4,MEDIUM,3.1,0.00322,0.24538,,,,,False,Media,False,4 - Seguimiento normal,0.0206,0.0206
CVE-2022-48754,2024-06-20,8.4,HIGH,3.1,0.00233,0.1436,,,,,False,Alta,False,4 - Seguimiento normal,0.0196,0.0196
CVE-2022-48768,2024-06-20,5.5,MEDIUM,3.1,0.0021,0.11311,,,,,False,Media,False,4 - Seguimiento normal,0.0115,0.0115
CVE-2024-6190,2024-06-20,6.9,MEDIUM,4.0,0.00627,0.464,,,,,False,Media,False,4 - Seguimiento normal,0.0433,0.0433
CVE-2024-4381,2024-06-21,4.8,MEDIUM,3.1,0.00332,0.25644,,,,,False,Media,False,4 - Seguimiento normal,0.0159,0.0159
CVE-2024-6225,2024-06-21,4.4,MEDIUM,3.1,0.00262,0.17919,,,,,False,Media,False,4 - Seguimiento normal,0.0115,0.0115
CVE-2024-38623,2024-06-21,9.8,CRITICAL,3.1,0.00788,0.52432,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0772,0.0772
CVE-2024-38627,2024-06-21,7.8,HIGH,3.1,0.00251,0.16637,,,,,False,Alta,False,4 - Seguimiento normal,0.0196,0.0196
CVE-2024-35537,2024-06-21,7.5,HIGH,3.1,0.00344,0.26951,,,,,False,Alta,False,4 - Seguimiento normal,0.0258,0.0258
CVE-2024-4313,2024-06-22,6.4,MEDIUM,3.1,0.00322,0.24586,,,,,False,Media,False,4 - Seguimiento normal,0.0206,0.0206
CVE-2024-5966,2024-06-22,6.4,MEDIUM,3.1,0.00259,0.1752,,,,,False,Media,False,4 - Seguimiento normal,0.0166,0.0166
CVE-2024-6268,2024-06-23,6.9,MEDIUM,4.0,0.00574,0.43944,,,,,False,Media,False,4 - Seguimiento normal,0.0396,0.0396
CVE-2024-37231,2024-06-24,8.6,HIGH,3.1,0.00581,0.44296,,,,,False,Alta,False,4 - Seguimiento normal,0.05,0.05
CVE-2024-4748,2024-06-24,8.8,HIGH,3.1,0.01115,0.62666,,,,,False,Alta,False,4 - Seguimiento normal,0.0981,0.0981
CVE-2024-31111,2024-06-25,6.5,MEDIUM,3.1,0.00318,0.24186,,,,,False,Media,False,4 - Seguimiento normal,0.0207,0.0207
CVE-2024-39293,2024-06-25,4.7,MEDIUM,3.1,0.00138,0.03597,,,,,False,Media,False,4 - Seguimiento normal,0.0065,0.0065
CVE-2024-6060,2024-06-25,9.3,CRITICAL,4.0,0.00183,0.08172,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.017,0.017
CVE-2024-29954,2024-06-26,5.9,MEDIUM,3.1,0.00114,0.01731,,,,,False,Media,False,4 - Seguimiento normal,0.0067,0.0067
CVE-2024-37138,2024-06-26,4.1,MEDIUM,3.1,0.00401,0.32786,,,,,False,Media,False,4 - Seguimiento normal,0.0164,0.0164
CVE-2024-6372,2024-06-27,5.3,MEDIUM,4.0,0.00612,0.45718,,,,,False,Media,False,4 - Seguimiento normal,0.0324,0.0324
CVE-2024-39375,2024-06-27,9.3,CRITICAL,4.0,0.00567,0.43623,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0527,0.0527
CVE-2024-22276,2024-06-27,5.3,MEDIUM,3.1,0.00203,0.10548,,,,,False,Media,False,4 - Seguimiento normal,0.0108,0.0108
CVE-2024-29039,2024-06-28,9.0,CRITICAL,3.1,0.00984,0.58711,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0886,0.0886
CVE-2024-6415,2024-06-30,5.1,MEDIUM,4.0,0.00348,0.27379,,,,,False,Media,False,4 - Seguimiento normal,0.0177,0.0177
CVE-2024-28795,2024-06-30,5.4,MEDIUM,3.1,0.003,0.22223,,,,,False,Media,False,4 - Seguimiento normal,0.0162,0.0162
CVE-2024-36420,2024-07-01,7.5,HIGH,3.1,0.01776,0.75897,,,,,False,Alta,False,4 - Seguimiento normal,0.1332,0.1332
CVE-2024-5349,2024-07-02,8.8,HIGH,3.1,0.00955,0.57761,,,,,False,Alta,False,4 - Seguimiento normal,0.084,0.084
CVE-2024-20894,2024-07-02,4.3,MEDIUM,3.1,0.00239,0.15137,,,,,False,Media,False,4 - Seguimiento normal,0.0103,0.0103
CVE-2022-30636,2024-07-02,7.5,HIGH,3.1,0.00632,0.46606,,,,,False,Alta,False,4 - Seguimiento normal,0.0474,0.0474
CVE-2024-6426,2024-07-03,8.1,HIGH,3.1,0.00298,0.21988,,,,,False,Alta,False,4 - Seguimiento normal,0.0241,0.0241
CVE-2024-39248,2024-07-03,5.4,MEDIUM,3.1,0.00743,0.50951,,,,,False,Media,False,4 - Seguimiento normal,0.0401,0.0401
CVE-2024-39482,2024-07-05,5.5,MEDIUM,3.1,0.0023,0.13993,,,,,False,Media,False,4 - Seguimiento normal,0.0126,0.0126
CVE-2024-27716,2024-07-05,5.4,MEDIUM,3.1,0.00396,0.32256,,,,,False,Media,False,4 - Seguimiento normal,0.0214,0.0214
CVE-2023-46685,2024-07-08,9.8,CRITICAL,3.1,0.01003,0.59354,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0983,0.0983
CVE-2024-39203,2024-07-08,6.1,MEDIUM,3.1,0.00683,0.48758,,,,,False,Media,False,4 - Seguimiento normal,0.0417,0.0417
CVE-2024-34702,2024-07-08,5.3,MEDIUM,3.1,0.00845,0.54263,,,,,False,Media,False,4 - Seguimiento normal,0.0448,0.0448
CVE-2024-28750,2024-07-09,7.2,HIGH,3.1,0.00766,0.51721,,,,,False,Alta,False,4 - Seguimiento normal,0.0552,0.0552
CVE-2024-3608,2024-07-09,5.3,MEDIUM,3.1,0.00562,0.43365,,,,,False,Media,False,4 - Seguimiento normal,0.0298,0.0298
CVE-2023-3286,2024-07-09,7.7,HIGH,3.1,0.00327,0.25091,,,,,False,Alta,False,4 - Seguimiento normal,0.0252,0.0252
CVE-2024-37424,2024-07-09,9.9,CRITICAL,3.1,0.00492,0.39411,,,,,False,Crítica,False,3 - Grave pero sin explotación conocida,0.0487,0.0487
CVE-2024-37462,2024-07-09,8.5,HIGH,3.1,0.00575,0.44012,,,,,False,Alta,False,4 - Seguimiento normal,0.0489,0.0489
CVE-2024-39868,2024-07-09,7.2,HIGH,4.0,0.00361,0.28728,,,,,False,Alta,False,4 - Seguimiento normal,0.026,0.026
CVE-2024-39876,2024-07-09,5.3,MEDIUM,4.0,0.00206,0.10864,,,,,False,Media,False,4 - Seguimiento normal,0.0109,0.0109
CVE-2024-38017,2024-07-09,5.5,MEDIUM,3.1,0.00925,0.56767,,,,,False,Media,False,4 - Seguimiento normal,0.0509,0.0509
CVE-2024-38025,2024-07-09,7.2,HIGH,3.1,0.0207,0.79442,,,,,False,Alta,False,4 - Seguimiento normal,0.149,0.149
CVE-2024-38041,2024-07-09,5.5,MEDIUM,3.1,0.02155,0.80261,,,,,False,Media,False,4 - Seguimiento normal,0.1185,0.1185
CVE-2024-38100,2024-07-09,7.8,HIGH,3.1,0.04515,0.90526,,,,,False,Alta,False,4 - Seguimiento normal,0.3522,0.3522
CVE-2024-23711,2024-07-09,7.8,HIGH,3.1,0.00104,0.01224,,,,,False,Alta,False,4 - Seguimiento normal,0.0081,0.0081
CVE-2024-39493,2024-07-10,5.5,MEDIUM,3.1,0.00237,0.14842,,,,,False,Media,False,4 - Seguimiento normal,0.013,0.013
CVE-2024-6644,2024-07-10,5.3,MEDIUM,4.0,0.00531,0.41694,,,,,False,Media,False,4 - Seguimiento normal,0.0281,0.0281
CVE-2024-37205,2024-07-10,5.3,MEDIUM,3.1,0.00443,0.36281,,,,,False,Media,False,4 - Seguimiento normal,0.0235,0.0235
CVE-2024-37270,2024-07-10,5.3,MEDIUM,3.1,0.00418,0.34246,,,,,False,Media,False,4 - Seguimiento normal,0.0222,0.0222
CVE-2024-6235,2024-07-10,9.4,CRITICAL,4.0,0.21331,0.97343,,,,,False,Crítica,True,2 - Explotación probable,2.0051,2.0051
CVE-2024-39557,2024-07-10,7.1,HIGH,4.0,0.00246,0.1596,,,,,False,Alta,False,4 - Seguimiento normal,0.0175,0.0175
CVE-2024-39565,2024-07-10,7.7,HIGH,4.0,0.00517,0.40917,,,,,False,Alta,False,4 - Seguimiento normal,0.0398,0.0398
CVE-2024-2602,2024-07-11,7.3,HIGH,3.1,0.00281,0.20374,,,,,False,Alta,False,4 - Seguimiento normal,0.0205,0.0205
CVE-2024-40904,2024-07-12,5.5,MEDIUM,3.1,0.00291,0.21332,,,,,False,Media,False,4 - Seguimiento normal,0.016,0.016
CVE-2024-40920,2024-07-12,7.8,HIGH,3.1,0.00291,0.21334,,,,,False,Alta,False,4 - Seguimiento normal,0.0227,0.0227
CVE-2024-40923,2024-07-12,5.5,MEDIUM,3.1,0.00288,0.21032,,,,,False,Media,False,4 - Seguimiento normal,0.0158,0.0158
