cve,kev_fabricante,kev_producto,kev_fecha_agregada,kev_ransomware
CVE-2017-11357,Telerik,User Interface (UI) for ASP.NET AJAX,2023-01-26,Known
CVE-2022-47966,Zoho,ManageEngine,2023-01-23,Known
CVE-2022-44877,CWP,Control Web Panel,2023-01-17,Unknown
CVE-2022-41080,Microsoft,Exchange Server,2023-01-10,Known
CVE-2023-21674,Microsoft,Windows,2023-01-10,Unknown
CVE-2018-5430,TIBCO,JasperReports,2022-12-29,Unknown
CVE-2018-18809,TIBCO,JasperReports,2022-12-29,Unknown
CVE-2022-42856,Apple,iOS,2022-12-14,Unknown
CVE-2022-42475,Fortinet,FortiOS,2022-12-13,Known
CVE-2022-44698,Microsoft,Defender,2022-12-13,Known
CVE-2022-27518,Citrix,Application Delivery Controller (ADC) and Gateway,2022-12-13,Unknown
CVE-2022-26500,Veeam,Backup & Replication,2022-12-13,Known
CVE-2022-26501,Veeam,Backup & Replication,2022-12-13,Known
CVE-2022-4262,Google,Chromium V8,2022-12-05,Unknown
CVE-2021-35587,Oracle,Fusion Middleware,2022-11-28,Unknown
CVE-2022-4135,Google,Chromium GPU,2022-11-28,Unknown
CVE-2022-41049,Microsoft,Windows,2022-11-14,Unknown
CVE-2022-41091,Microsoft,Windows,2022-11-08,Known
CVE-2022-41073,Microsoft,Windows,2022-11-08,Known
CVE-2022-41125,Microsoft,Windows,2022-11-08,Unknown
CVE-2022-41128,Microsoft,Windows,2022-11-08,Unknown
CVE-2021-25337,Samsung,Mobile Devices,2022-11-08,Unknown
CVE-2021-25369,Samsung,Mobile Devices,2022-11-08,Unknown
CVE-2021-25370,Samsung,Mobile Devices,2022-11-08,Unknown
CVE-2022-3723,Google,Chromium V8,2022-10-28,Unknown
CVE-2022-42827,Apple,iOS and iPadOS,2022-10-25,Unknown
CVE-2020-3433,Cisco,AnyConnect Secure,2022-10-24,Known
CVE-2020-3153,Cisco,AnyConnect Secure,2022-10-24,Known
CVE-2018-19323,GIGABYTE,Multiple Products,2022-10-24,Known
CVE-2018-19322,GIGABYTE,Multiple Products,2022-10-24,Known
CVE-2018-19321,GIGABYTE,Multiple Products,2022-10-24,Known
CVE-2018-19320,GIGABYTE,Multiple Products,2022-10-24,Known
CVE-2022-41352,Synacor,Zimbra Collaboration Suite (ZCS),2022-10-20,Unknown
CVE-2021-3493,Linux,Kernel,2022-10-20,Unknown
CVE-2022-40684,Fortinet,Multiple Products,2022-10-11,Known
CVE-2022-41033,Microsoft,Windows COM+ Event System Service,2022-10-11,Unknown
CVE-2022-41082,Microsoft,Exchange Server,2022-09-30,Known
CVE-2022-41040,Microsoft,Exchange Server,2022-09-30,Known
CVE-2022-36804,Atlassian,Bitbucket Server and Data Center,2022-09-30,Unknown
CVE-2022-3236,Sophos,Firewall,2022-09-23,Unknown
CVE-2022-35405,Zoho,ManageEngine,2022-09-22,Unknown
CVE-2022-40139,Trend Micro,Apex One and Apex One as a Service,2022-09-15,Unknown
CVE-2013-6282,Linux,Kernel,2022-09-15,Unknown
CVE-2013-2597,Code Aurora,ACDB Audio Driver,2022-09-15,Unknown
CVE-2013-2596,Linux,Kernel,2022-09-15,Unknown
CVE-2013-2094,Linux,Kernel,2022-09-15,Unknown
CVE-2010-2568,Microsoft,Windows,2022-09-15,Unknown
CVE-2022-37969,Microsoft,Windows,2022-09-14,Unknown
CVE-2022-32917,Apple,"iOS, iPadOS, and macOS",2022-09-14,Unknown
CVE-2022-3075,Google,Chromium Mojo,2022-09-08,Unknown
CVE-2022-27593,QNAP,Photo Station,2022-09-08,Known
CVE-2022-26258,D-Link,DIR-820L,2022-09-08,Unknown
CVE-2020-9934,Apple,"iOS, iPadOS, and macOS",2022-09-08,Unknown
CVE-2018-7445,MikroTik,RouterOS,2022-09-08,Unknown
CVE-2018-6530,D-Link,Multiple Routers,2022-09-08,Known
CVE-2018-2628,Oracle,WebLogic Server,2022-09-08,Unknown
CVE-2018-13374,Fortinet,FortiOS and FortiADC,2022-09-08,Known
CVE-2017-5521,NETGEAR,Multiple Devices,2022-09-08,Unknown
CVE-2011-4723,D-Link,DIR-300 Router,2022-09-08,Unknown
CVE-2011-1823,Android,Android OS,2022-09-08,Unknown
CVE-2022-26352,dotCMS,dotCMS,2022-08-25,Known
CVE-2022-24706,Apache,CouchDB,2022-08-25,Unknown
CVE-2022-24112,Apache,APISIX,2022-08-25,Unknown
CVE-2022-22963,VMware Tanzu,Spring Cloud,2022-08-25,Unknown
CVE-2022-2294,WebRTC,WebRTC,2022-08-25,Known
CVE-2021-39226,Grafana Labs,Grafana,2022-08-25,Unknown
CVE-2021-38406,Delta Electronics,DOPSoft 2,2022-08-25,Unknown
CVE-2021-31010,Apple,"iOS, macOS, watchOS",2022-08-25,Unknown
CVE-2020-36193,PEAR,Archive_Tar,2022-08-25,Unknown
CVE-2020-28949,PEAR,Archive_Tar,2022-08-25,Unknown
CVE-2022-0028,Palo Alto Networks,PAN-OS,2022-08-22,Unknown
CVE-2022-22536,SAP,Multiple Products,2022-08-18,Unknown
CVE-2022-32894,Apple,iOS and macOS,2022-08-18,Unknown
CVE-2022-32893,Apple,iOS and macOS,2022-08-18,Unknown
CVE-2022-2856,Google,Chromium Intents,2022-08-18,Unknown
CVE-2022-26923,Microsoft,Active Directory,2022-08-18,Unknown
CVE-2022-21971,Microsoft,Windows,2022-08-18,Unknown
CVE-2017-15944,Palo Alto Networks,PAN-OS,2022-08-18,Unknown
CVE-2022-27925,Synacor,Zimbra Collaboration Suite (ZCS),2022-08-11,Known
CVE-2022-37042,Synacor,Zimbra Collaboration Suite (ZCS),2022-08-11,Known
CVE-2022-34713,Microsoft,Windows,2022-08-09,Unknown
CVE-2022-30333,RARLAB,UnRAR,2022-08-09,Known
CVE-2022-27924,Synacor,Zimbra Collaboration Suite (ZCS),2022-08-04,Known
CVE-2022-26138,Atlassian,Confluence,2022-07-29,Unknown
CVE-2022-22047,Microsoft,Windows,2022-07-12,Unknown
CVE-2022-26925,Microsoft,Windows,2022-07-01,Unknown
CVE-2022-29499,Mitel,MiVoice Connect,2022-06-27,Known
CVE-2021-30533,Google,Chromium PopupBlocker,2022-06-27,Unknown
CVE-2021-4034,Red Hat,Polkit,2022-06-27,Unknown
CVE-2021-30983,Apple,iOS and iPadOS,2022-06-27,Unknown
CVE-2020-3837,Apple,Multiple Products,2022-06-27,Unknown
CVE-2020-9907,Apple,Multiple Products,2022-06-27,Unknown
CVE-2019-8605,Apple,Multiple Products,2022-06-27,Unknown
CVE-2018-4344,Apple,Multiple Products,2022-06-27,Unknown
CVE-2022-30190,Microsoft,Windows,2022-06-14,Known
CVE-2021-38163,SAP,NetWeaver,2022-06-09,Unknown
CVE-2016-2386,SAP,NetWeaver,2022-06-09,Unknown
CVE-2016-2388,SAP,NetWeaver,2022-06-09,Unknown
CVE-2019-7195,QNAP,Photo Station,2022-06-08,Known
CVE-2019-7194,QNAP,Photo Station,2022-06-08,Known
CVE-2019-7193,QNAP,QTS,2022-06-08,Known
CVE-2019-7192,QNAP,Photo Station,2022-06-08,Known
CVE-2019-5825,Google,Chromium V8,2022-06-08,Unknown
CVE-2019-15271,Cisco,RV Series Routers,2022-06-08,Unknown
CVE-2018-6065,Google,Chromium V8,2022-06-08,Unknown
CVE-2018-4990,Adobe,Acrobat and Reader,2022-06-08,Unknown
CVE-2018-17480,Google,Chromium V8,2022-06-08,Unknown
CVE-2018-17463,Google,Chromium V8,2022-06-08,Unknown
CVE-2017-6862,NETGEAR,Multiple Devices,2022-06-08,Unknown
CVE-2017-5070,Google,Chromium V8,2022-06-08,Unknown
CVE-2017-5030,Google,Chromium V8,2022-06-08,Unknown
CVE-2016-5198,Google,Chromium V8,2022-06-08,Unknown
CVE-2016-1646,Google,Chromium V8,2022-06-08,Unknown
